#ID	genome_anti_hits	prophage_hits	pBGC_hits	pBGC_types	coordinates	genome_length	name
GCF_001611325.1_ASM161132v1_genomic	4	1	0	-	-	0	NZ_CP012979.1 Staphylococcus aureus strain ST20130940, complete genome
GCF_001610955.1_ASM161095v1_genomic	3	1	0	-	-	0	NZ_CP014335.1 Geobacillus thermoleovorans strain KCTC 3570, complete genome
GCF_001610675.1_ASM161067v1_genomic	15	6	0	-	-	0	NZ_CP014961.1 Mycobacteroides abscessus strain FLAC054 chromosome, complete genome
GCF_001611365.1_ASM161136v1_genomic	7	2	0	-	-	0	NZ_CP012976.1 Staphylococcus aureus strain ST20130942, complete genome
GCF_001611155.1_ASM161115v1_genomic	0	0	0	-	-	0	NZ_CP012294.1 Pediococcus damnosus strain TMW 2.1536 chromosome, complete genome
GCF_001605015.1_ASM160501v1_genomic	7	1	0	-	-	0	NZ_CP015005.1 Aminobacter aminovorans strain KCTC 2477, complete genome
GCF_001611095.1_ASM161109v1_genomic	3	6	0	-	-	0	NZ_CP012744.1 Klebsiella pneumoniae subsp. pneumoniae strain TGH10, complete genome
GCF_001611405.1_ASM161140v1_genomic	4	2	0	-	-	0	NZ_CP012972.1 Staphylococcus aureus strain ST20130938, complete genome
GCF_001611055.1_ASM161105v1_genomic	4	7	0	-	-	0	NZ_CP012743.1 Klebsiella pneumoniae subsp. pneumoniae strain TGH8, complete genome
GCF_001611385.1_ASM161138v1_genomic	7	2	0	-	-	0	NZ_CP012974.1 Staphylococcus aureus strain ST20130943, complete genome
GCF_001611425.1_ASM161142v1_genomic	4	2	0	-	-	0	NZ_CP012970.1 Staphylococcus aureus strain ST20130939, complete genome
GCF_001610835.1_ASM161083v1_genomic	3	0	0	-	-	0	NZ_CP011270.1 Planctomyces sp. SH-PL14, complete genome
GCF_001610915.1_ASM161091v1_genomic	3	1	0	-	-	0	NZ_CP012002.1 Xanthomonas fuscans subsp. aurantifolii strain 1566, complete genome
GCF_001611955.1_ASM161195v1_genomic	3	2	0	-	-	0	NZ_CP013911.1 Staphylococcus haemolyticus strain S167, complete genome
GCF_001611855.1_ASM161185v1_genomic	15	0	0	-	-	0	NZ_CP010071.1 Mycobacterium sp. QIA-37, complete genome
GCF_001611675.1_ASM161167v1_genomic	2	0	0	-	-	0	NZ_CP014766.1 Pontibacter akesuensis strain AKS 1T, complete genome
GCF_001617625.1_ASM161762v1_genomic	4	0	0	-	-	0	NZ_CP014864.1 Microbulbifer thermotolerans strain DAU221 chromosome, complete genome
GCF_001610795.1_ASM161079v1_genomic	4	3	0	-	-	0	NZ_CP011160.1 Xanthomonas fuscans subsp. aurantifolii strain FDC 1559, complete genome
GCF_001610855.1_ASM161085v1_genomic	13	1	0	-	-	0	NZ_CP011271.1 Gemmata sp. SH-PL17, complete genome
GCF_001618905.1_ASM161890v1_genomic	0	4	0	-	-	0	NZ_CP014786.1 Lactobacillus reuteri strain ZLR003 chromosome, complete genome
GCF_001611975.1_ASM161197v1_genomic	3	5	0	-	-	0	NZ_CP014525.1 Haematospirillum jordaniae strain H5569, complete genome
GCF_001598095.1_ASM159809v1_genomic	11	13	0	-	-	0	NZ_CP014847.1 Bacillus thuringiensis strain HD12, complete sequence
GCF_001618505.2_ASM161850v2_genomic	3	0	0	-	-	0	NZ_CP015067.2 Elizabethkingia anophelis strain CSID_3000521207, complete genome
GCF_001618465.2_ASM161846v2_genomic	3	0	0	-	-	0	NZ_CP015066.2 Elizabethkingia anophelis strain CSID_3015183684, complete genome
GCF_001618685.1_ASM161868v1_genomic	4	0	0	-	-	0	NZ_CP014342.1 Geobacillus subterraneus strain KCTC 3922, complete genome
GCF_001618885.1_ASM161888v1_genomic	3	2	0	-	-	0	NZ_CP015114.1 Staphylococcus condimenti strain DSM 11674, complete genome
GCF_001618545.2_ASM161854v2_genomic	3	0	0	-	-	0	NZ_CP015068.2 Elizabethkingia anophelis strain CSID_3015183681, complete genome
GCF_001611115.1_ASM161111v1_genomic	0	3	0	-	-	0	NZ_CP012283.1 Pediococcus damnosus strain TMW 2.1534 chromosome, complete genome
GCF_001610815.1_ASM161081v1_genomic	4	3	0	-	-	0	NZ_CP011163.1 Xanthomonas fuscans subsp. aurantifolii strain FDC 1609, complete genome
GCF_001610995.1_ASM161099v1_genomic	9	3	0	-	-	0	NZ_CP013344.1 Sphingopyxis macrogoltabida strain 203N, complete genome
GCF_001617645.1_ASM161764v1_genomic	6	2	1	bacteriocin	208936-255185	4648696	NZ_CP014993.1 Enterobacter asburiae strain ENIPBJ-CG1 chromosome, complete genome
GCF_001612555.1_ASM161255v1_genomic	4	3	0	-	-	0	NZ_CP015110.1 Acinetobacter sp. TGL-Y2, complete genome
GCF_001612515.1_ASM161251v1_genomic	3	8	0	-	-	0	NZ_CP014996.1 Salmonella enterica subsp. enterica serovar Weltevreden str. 1655 chromosome, complete genome
GCF_001617605.1_ASM161760v1_genomic	3	4	0	-	-	0	NZ_CP014806.1 Rummeliibacillus stabekisii strain PP9 chromosome, complete genome
GCF_001606135.1_ASM160613v1_genomic	16	7	0	-	-	0	NZ_CP015036.1 Burkholderia cenocepacia strain 895 chromosome 1, complete sequence
GCF_001620285.1_ASM162028v1_genomic	3	4	0	-	-	0	NZ_CP013672.1 Streptococcus pyogenes strain AP53, complete genome
GCF_001606115.1_ASM160611v1_genomic	16	0	0	-	-	0	NZ_CP015033.1 Burkholderia cenocepacia strain 842 chromosome 1, complete sequence
GCF_001595725.1_ASM159572v1_genomic	12	10	0	-	-	0	NZ_CP014282.1 Bacillus thuringiensis strain Bt185, complete genome
GCF_001612705.2_ASM161270v2_genomic	10	3	0	-	-	0	NZ_CP012400.2 Pseudomonas yamanorum strain LBUM636 chromosome, complete genome
GCF_001611035.1_ASM161103v1_genomic	0	2	0	-	-	0	NZ_CP012269.1 Pediococcus damnosus strain TMW 2.1532 chromosome, complete genome
GCF_001612475.1_ASM161247v1_genomic	4	14	0	-	-	0	NZ_CP015020.1 Escherichia coli strain 28RC1 chromosome, complete genome
GCF_001612495.1_ASM161249v1_genomic	5	15	1	bacteriocin	4790478-4855097	5506801	NZ_CP015023.1 Escherichia coli strain SRCC 1675 chromosome, complete genome
GCF_001620025.1_ASM162002v1_genomic	12	0	0	-	-	0	NZ_CP015219.1 Rhodococcus sp. PBTS1, complete genome
GCF_001611135.1_ASM161113v1_genomic	0	2	0	-	-	0	NZ_CP012288.1 Pediococcus damnosus strain TMW 2.1535 chromosome, complete genome
GCF_001611795.1_ASM161179v1_genomic	27	2	0	-	-	0	NZ_CP015098.1 Streptomyces sp. S10(2016), complete genome
GCF_001618305.1_ASM161830v1_genomic	4	3	0	-	-	0	NZ_CP015173.1 Staphylococcus aureus strain RIVM6519, complete genome
GCF_001610895.1_ASM161089v1_genomic	6	0	0	-	-	0	NZ_CP011273.1 Planctomyces sp. SH-PL62, complete genome
GCF_001620225.1_ASM162022v1_genomic	2	2	0	-	-	0	NZ_CP014620.1 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1676, complete genome
GCF_001618345.2_ASM161834v2_genomic	4	5	0	-	-	0	NZ_CP015074.2 Escherichia coli strain Ecol_745, complete genome
GCF_001617525.2_ASM161752v2_genomic	2	3	0	-	-	0	NZ_CP015126.1 Lactobacillus plantarum strain CAUH2, complete genome
GCF_001618865.1_ASM161886v1_genomic	2	0	0	-	-	0	NZ_CP015136.1 Luteitalea pratensis strain DSM 100886, partial sequence
GCF_001623605.1_ASM162360v1_genomic	3	4	0	-	-	0	NZ_CP015227.1 Enterobacter sp. ODB01 chromosome, complete genome
GCF_001611015.1_ASM161101v1_genomic	12	1	0	-	-	0	NZ_CP013347.1 Paraburkholderia caribensis strain Bcrs1W chromosome 1, complete sequence
GCF_001623585.1_ASM162358v1_genomic	3	4	0	-	-	0	NZ_CP014664.1 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1728, complete genome
GCF_001623665.2_ASM162366v2_genomic	2	1	0	-	-	0	NZ_CP014666.2 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1781, complete genome
GCF_001623625.1_ASM162362v1_genomic	2	4	0	-	-	0	NZ_CP014665.1 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1766, complete genome
GCF_001623545.2_ASM162354v2_genomic	2	6	0	-	-	0	NZ_CP014663.2 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1677, complete genome
GCF_001617545.1_ASM161754v1_genomic	6	3	0	-	-	0	NZ_CP015145.1 Acinetobacter pittii strain IEC338SC, complete genome
GCF_001620115.1_ASM162011v1_genomic	2	3	0	-	-	0	NZ_CP014657.1 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1736 chromosome, complete genome
GCF_001618925.1_ASM161892v1_genomic	12	6	0	-	-	0	NZ_CP015117.1 Pseudomonas aeruginosa strain ATCC 27853, complete genome
GCF_001620005.1_ASM162000v1_genomic	18	0	0	-	-	0	NZ_CP015220.1 Rhodococcus sp. PBTS2, complete genome
GCF_001620155.1_ASM162015v1_genomic	2	3	0	-	-	0	NZ_CP014661.1 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1783, complete sequence
GCF_001623565.1_ASM162356v1_genomic	1	2	0	-	-	0	NZ_CP015196.1 Streptococcus marmotae strain HTS5 chromosome, complete genome
GCF_001620135.2_ASM162013v2_genomic	2	9	0	-	-	0	NZ_CP014659.2 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1765 chromosome, complete genome
GCF_001618845.1_ASM161884v1_genomic	5	0	0	-	-	0	NZ_CP015064.1 Mesorhizobium ciceri biovar biserrulae strain WSM1284 chromosome, complete genome
GCF_001618365.1_ASM161836v1_genomic	4	6	0	-	-	0	NZ_CP015076.1 Escherichia coli strain Ecol_448, complete genome
GCF_001620205.2_ASM162020v2_genomic	2	7	0	-	-	0	NZ_CP014621.2 Salmonella enterica subsp. enterica serovar Anatum str. USDA-ARS-USMARC-1727, complete genome
GCF_001620335.1_ASM162033v2_genomic	22	9	0	-	-	0	NZ_CP015281.1 Photorhabdus laumondii subsp. laumondii strain DSPV002N chromosome, complete genome
GCF_001611075.1_ASM161107v1_genomic	0	0	0	-	-	0	NZ_CP012275.1 Pediococcus damnosus strain TMW 2.1533 chromosome, complete genome
GCF_001610755.1_ASM161075v1_genomic	2	4	0	-	-	0	NZ_CP011061.1 Escherichia coli str. Sanji, complete genome
GCF_001618825.1_ASM161882v1_genomic	7	2	0	-	-	0	NZ_CP015062.1 Mesorhizobium ciceri strain CC1192 chromosome, complete genome
GCF_001623705.1_ASM162370v1_genomic	2	5	0	-	-	0	NZ_CP014981.1 Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1880 isolate ST13123 chromosome, complete genome
GCF_001623775.1_ASM162377v1_genomic	2	5	0	-	-	0	NZ_CP014983.1 Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-2059 chromosome, complete genome
GCF_001628755.1_ASM162875v1_genomic	5	0	0	-	-	0	NZ_CP011288.1 Salmonella enterica subsp. diarizonae strain 11-01855, complete genome
GCF_001628735.1_ASM162873v1_genomic	3	1	0	-	-	0	NZ_CP011255.1 Bordetella pertussis strain I344, complete genome
GCF_001623745.2_ASM162374v2_genomic	2	8	0	-	-	0	NZ_CP014982.2 Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1810 isolate ST2254-1 chromosome, complete genome
GCF_001623685.1_ASM162368v1_genomic	2	6	0	-	-	0	NZ_CP014967.1 Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2011K-1702 chromosome, complete genome
GCF_001629705.1_ASM162970v2_genomic	5	1	0	-	-	0	NZ_CP015378.1 Fictibacillus phosphorivorans strain G25-29 chromosome, complete genome
GCF_001632765.1_ASM163276v1_genomic	3	0	0	-	-	0	NZ_CP015345.1 Alteromonas stellipolaris strain PQQ-42, complete genome
GCF_001632775.1_ASM163277v1_genomic	4	0	0	-	-	0	NZ_CP015249.1 Dokdonella koreensis DS-123, complete genome
GCF_001632825.1_ASM163282v1_genomic	2	0	0	-	-	0	NZ_CP015346.1 Alteromonas stellipolaris strain PQQ-44, complete genome
GCF_001628815.1_ASM162881v1_genomic	3	0	0	-	-	0	NZ_CP014963.1 Geobacter anodireducens strain SD-1 chromosome, complete genome
GCF_001632845.1_ASM163284v1_genomic	3	1	0	-	-	0	NZ_CP011994.1 Ectothiorhodospira sp. BSL-9, complete genome
GCF_001635935.1_ASM163593v1_genomic	4	0	0	-	-	0	NZ_CP013839.1 Streptococcus pyogenes strain MGAS23530, complete genome
GCF_001629735.1_ASM162973v1_genomic	8	2	0	-	-	0	NZ_CP015224.1 Lysinibacillus sphaericus strain 2362 chromosome, complete genome
GCF_001635895.1_ASM163589v1_genomic	4	2	0	-	-	0	NZ_CP013838.1 Streptococcus pyogenes strain MGAS11027, complete genome
GCF_001635975.1_ASM163597v1_genomic	4	1	0	-	-	0	NZ_CP013840.1 Streptococcus pyogenes strain MGAS27061, complete genome
GCF_001634265.1_ASM163426v1_genomic	4	2	0	-	-	0	NZ_CP015435.1 Anoxybacillus sp. B2M1, complete genome
GCF_001620305.1_ASM162030v1_genomic	19	0	0	-	-	0	NZ_CP015235.1 Rhodococcus fascians D188, complete genome
GCF_001623725.1_ASM162372v1_genomic	2	7	0	-	-	0	NZ_CP014969.1 Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1808 isolate ST1126-1 chromosome, complete genome
GCF_001618325.1_ASM161832v1_genomic	4	3	0	-	-	0	NZ_CP015069.1 Escherichia coli strain Ecol_743, complete genome
GCF_001623805.1_ASM162380v1_genomic	2	7	0	-	-	0	NZ_CP014975.1 Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2009K-1640 chromosome, complete genome
GCF_001634345.1_ASM163434v1_genomic	4	0	0	-	-	0	NZ_CP015448.1 Aeromonas veronii strain CB51, complete genome
GCF_001620265.1_ASM162026v1_genomic	2	1	0	-	-	0	NZ_CP012661.1 Defluviimonas alba strain cai42 chromosome, complete genome
GCF_001623825.2_ASM162382v2_genomic	2	6	0	-	-	0	NZ_CP014979.2 Salmonella enterica subsp. enterica serovar Typhimurium str. CDC H2662 chromosome, complete genome
GCF_001639125.1_ASM163912v1_genomic	0	0	0	-	-	0	NZ_CP015528.1 Campylobacter coli strain YH501, complete genome
GCF_001623845.1_ASM162384v1_genomic	2	6	0	-	-	0	NZ_CP014977.1 Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1896 chromosome, complete genome
GCF_001628775.1_ASM162877v1_genomic	6	3	0	-	-	0	NZ_CP011257.1 Ralstonia mannitolilytica strain SN83A39 chromosome 1, complete sequence
GCF_001638845.2_ASM163884v2_genomic	4	1	0	-	-	0	NZ_CP015238.2 Streptococcus pyogenes strain NS53 chromosome, complete genome
GCF_001640765.1_ASM164076v1_genomic	1	0	0	-	-	0	NZ_CP015557.1 Streptococcus suis strain DN13, complete genome
GCF_001632805.1_ASM163280v1_genomic	16	2	0	-	-	0	NZ_CP007220.1 Mycobacterium chelonae CCUG 47445, complete genome
GCF_001633145.1_ASM163314v1_genomic	8	2	0	-	-	0	NZ_CP015421.1 Rhodovulum sulfidophilum strain SNK001, complete genome
GCF_001634305.1_ASM163430v1_genomic	4	3	0	-	-	0	NZ_CP015436.1 Anoxybacillus sp. B7M1 chromosome, complete genome
GCF_001628715.1_ASM162871v1_genomic	4	4	0	-	-	0	NZ_CP011120.1 Acetobacter sp. SLV-7, complete genome
GCF_001636925.1_ASM163692v1_genomic	2	2	0	-	-	0	NZ_CP015511.1 Brevundimonas sp. GW460-12-10-14-LB2, complete genome
GCF_001629775.1_ASM162977v1_genomic	5	0	0	-	-	0	NZ_CP011292.1 Salmonella enterica subsp. diarizonae strain 11-01854 chromosome, complete genome
GCF_001629755.1_ASM162975v1_genomic	5	0	0	-	-	0	NZ_CP011289.1 Salmonella enterica subsp. diarizonae strain 11-01853 chromosome, complete genome
GCF_001632245.1_ASM163224v1_genomic	11	8	0	-	-	0	NZ_CP015377.1 Pseudomonas aeruginosa strain BAMCPA07-48, complete genome
GCF_001636015.1_ASM163601v1_genomic	1	2	0	-	-	0	NZ_CP011158.1 Moraxella ovis strain 199/55, complete genome
GCF_001636295.1_ASM163629v1_genomic	4	1	0	-	-	0	NZ_CP014209.1 Isoptericola dokdonensis DS-3, complete genome
GCF_001634285.1_ASM163428v1_genomic	3	1	0	-	-	0	NZ_CP015438.1 Anoxybacillus amylolyticus strain DSM 15939 chromosome, complete genome
GCF_001640885.1_ASM164088v1_genomic	4	3	0	-	-	0	NZ_CP011685.1 Staphylococcus aureus strain ZJ5499, complete genome
GCF_001642085.1_ASM164208v1_genomic	3	0	0	-	-	0	NZ_CP014699.1 Streptococcus pantholopis strain TA 26, complete genome
GCF_001634325.1_ASM163432v1_genomic	4	1	0	-	-	0	NZ_CP014774.1 Aeromonas veronii strain AVNIH1, complete genome
GCF_001623645.2_ASM162364v2_genomic	2	4	0	-	-	0	NZ_CP014965.1 Salmonella enterica subsp. enterica serovar Typhimurium str. CDC 2010K-1587 chromosome, complete genome
GCF_001617565.1_ASM161756v1_genomic	4	9	0	-	-	0	NZ_CP015138.1 Escherichia coli strain Ecol_732, complete genome
GCF_001623765.2_ASM162376v2_genomic	2	4	0	-	-	0	NZ_CP014971.2 Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1898 chromosome, complete genome
GCF_001633165.1_ASM163316v1_genomic	8	1	0	-	-	0	NZ_CP015418.1 Rhodovulum sulfidophilum DSM 1374, complete genome
GCF_001643955.1_ASM164395v1_genomic	0	0	0	-	-	0	NZ_CP015575.1 Campylobacter hyointestinalis subsp. hyointestinalis LMG 9260, complete genome
GCF_001643995.1_ASM164399v1_genomic	0	0	0	-	-	0	NZ_CP015577.1 Campylobacter iguaniorum strain RM11343, complete genome
GCF_001641005.1_ASM164100v1_genomic	9	0	0	-	-	0	NZ_CP015515.1 Rathayibacter tritici strain NCPPB 1953 chromosome, complete genome
GCF_001641185.1_ASM164118v1_genomic	3	1	0	-	-	0	NZ_CP015107.1 Flavobacterium columnare strain C#2, complete genome
GCF_001643975.1_ASM164397v1_genomic	0	1	0	-	-	0	NZ_CP015576.1 Campylobacter hyointestinalis subsp. lawsonii CCUG 27631 chromosome, complete genome
GCF_001632865.1_ASM163286v1_genomic	25	0	0	-	-	0	NZ_CP012949.1 Streptomyces ambofaciens strain DSM 40697, complete genome
GCF_001640985.1_ASM164098v1_genomic	5	6	0	-	-	0	NZ_CP015347.1 Proteus mirabilis strain AOUC-001, complete genome
GCF_001636255.1_ASM163625v1_genomic	3	4	0	-	-	0	NZ_CP015379.1 Hafnia alvei strain HUMV-5920 chromosome, complete genome
GCF_001641285.1_ASM164128v1_genomic	4	0	0	-	-	0	NZ_CP014841.1 Dyella thiooxydans strain ATSB10, complete genome
GCF_001644665.1_ASM164466v1_genomic	0	0	0	-	-	0	NZ_CP011393.1 Fervidobacterium pennivorans strain DYC, complete genome
GCF_001636055.1_ASM163605v1_genomic	6	4	0	-	-	0	NZ_CP011789.1 Pseudomonas putida strain PC2, complete genome
GCF_001640865.1_ASM164086v1_genomic	1	0	0	-	-	0	NZ_CP011531.1 Bacteroides dorei CL03T12C01, complete genome
GCF_001643775.1_ASM164377v1_genomic	5	3	0	-	-	0	NZ_CP011402.1 Denitrobacterium detoxificans strain NPOH1, complete genome
GCF_001640925.1_ASM164092v1_genomic	5	3	0	-	-	0	NZ_CP013955.1 Staphylococcus aureus strain NCCP14562, complete genome
GCF_001644565.1_ASM164456v1_genomic	3	0	0	-	-	0	NZ_CP011387.1 Deinococcus puniceus strain DY1, complete genome
GCF_001642935.1_ASM164293v2_genomic	4	0	0	-	-	0	NZ_CP016761.1 Fictibacillus arsenicus strain G25-54 chromosome, complete genome
GCF_001640905.1_ASM164090v1_genomic	6	4	0	-	-	0	NZ_CP013953.1 Staphylococcus aureus strain NCCP14558, complete genome
GCF_001643035.1_ASM164303v1_genomic	5	2	0	-	-	0	NZ_CP014984.1 Corynebacterium glutamicum strain YI, complete genome
GCF_001641975.2_ASM164197v2_genomic	5	1	0	-	-	0	NZ_CP021079.1 Alcaligenes faecalis strain P156 chromosome, complete genome
GCF_001644625.1_ASM164462v1_genomic	0	4	0	-	-	0	NZ_CP011345.1 Listeria monocytogenes strain FW040025, complete genome
GCF_001618665.1_ASM161866v1_genomic	10	7	0	-	-	0	NZ_CP015150.1 Bacillus thuringiensis strain Bc601, complete genome
GCF_001641305.1_ASM164130v1_genomic	2	1	0	-	-	0	NZ_CP015516.1 Enterococcus hirae strain R17, complete genome
GCF_001638925.1_ASM163892v1_genomic	2	0	0	-	-	0	NZ_CP015521.1 Sphingomonas sp. NIC1, complete genome
GCF_001641025.1_ASM164102v1_genomic	5	6	0	-	-	0	NZ_CP013957.1 Staphylococcus aureus strain V521, complete genome
GCF_001647655.1_ASM164765v1_genomic	0	2	0	-	-	0	NZ_CP015424.1 [Haemophilus] ducreyi strain VAN1, complete genome
GCF_001636235.1_ASM163623v1_genomic	5	6	0	-	-	0	NZ_CP015364.1 Acinetobacter baumannii strain 3207 chromosome, complete genome
GCF_001635915.1_ASM163591v1_genomic	15	4	0	-	-	0	NZ_CP011151.1 Bacillus cereus strain CMCC P0021, complete genome
GCF_001642655.1_ASM164265v1_genomic	2	3	0	-	-	0	NZ_CP014170.1 Clostridium tyrobutyricum strain KCTC 5387 chromosome, complete genome
GCF_001647695.1_ASM164769v1_genomic	0	2	0	-	-	0	NZ_CP015425.1 [Haemophilus] ducreyi strain VAN2, complete genome
GCF_001635955.1_ASM163595v1_genomic	15	4	0	-	-	0	NZ_CP011153.1 Bacillus cereus strain CMCC P0011, complete genome
GCF_001648115.1_ASM164811v1_genomic	0	0	0	-	-	0	NZ_CP011299.1 Buchnera aphidicola (Schlechtendalia chinensis) strain SC, complete genome
GCF_001647735.1_ASM164773v1_genomic	0	2	0	-	-	0	NZ_CP015426.1 [Haemophilus] ducreyi strain VAN3, complete genome
GCF_001647765.1_ASM164776v1_genomic	0	2	0	-	-	0	NZ_CP015427.1 [Haemophilus] ducreyi strain VAN4, complete genome
GCF_001647795.1_ASM164779v1_genomic	0	2	0	-	-	0	NZ_CP015428.1 [Haemophilus] ducreyi strain VAN5, complete genome
GCF_001642805.2_ASM164280v2_genomic	5	2	0	-	-	0	NZ_CP016948.1 Serratia sp. YD25 chromosome, complete genome
GCF_001647815.1_ASM164781v1_genomic	0	2	0	-	-	0	NZ_CP015429.1 [Haemophilus] ducreyi strain GHA1, complete genome
GCF_001647835.1_ASM164783v1_genomic	0	2	0	-	-	0	NZ_CP015430.1 [Haemophilus] ducreyi strain GHA2, complete genome
GCF_001636035.1_ASM163603v1_genomic	5	4	0	-	-	0	NZ_CP011406.1 Vibrio parahaemolyticus strain FORC_014 chromosome 1, complete sequence
GCF_001647855.1_ASM164785v1_genomic	0	2	0	-	-	0	NZ_CP015431.1 [Haemophilus] ducreyi strain GHA3, complete genome
GCF_001644605.1_ASM164460v1_genomic	3	0	0	-	-	0	NZ_CP011388.1 Paenibacillus swuensis strain DY6, complete genome
GCF_001647875.1_ASM164787v1_genomic	0	2	0	-	-	0	NZ_CP015432.1 [Haemophilus] ducreyi strain GHA5, complete genome
GCF_001638825.1_ASM163882v1_genomic	4	0	0	-	-	0	NZ_CP015081.1 Deinococcus radiodurans R1 chromosome 1, complete sequence
GCF_001647895.1_ASM164789v1_genomic	0	3	0	-	-	0	NZ_CP015433.1 [Haemophilus] ducreyi strain GHA8, complete genome
GCF_001647915.1_ASM164791v1_genomic	0	3	0	-	-	0	NZ_CP015434.1 [Haemophilus] ducreyi strain GHA9, complete genome
GCF_001643015.1_ASM164301v1_genomic	5	0	0	-	-	0	NZ_CP015622.1 Corynebacterium crudilactis strain JZ16 chromosome, complete genome
GCF_001647635.1_ASM164763v1_genomic	3	0	0	-	-	0	NZ_CP014761.1 Leifsonia xyli strain SE134, complete genome
GCF_001635995.1_ASM163599v1_genomic	12	5	0	-	-	0	NZ_CP011155.1 Bacillus cereus strain HN001, complete genome
GCF_001644645.1_ASM164464v1_genomic	2	0	0	-	-	0	NZ_CP011390.1 Flavisolibacter tropicus strain LCS9, complete genome
GCF_001644705.1_ASM164470v1_genomic	10	2	0	-	-	0	NZ_CP015137.1 Dickeya solani IPO 2222, complete genome
GCF_001635875.1_ASM163587v1_genomic	3	2	0	-	-	0	NZ_CP011281.1 Enterococcus faecium strain E39, complete genome
GCF_001644685.1_ASM164468v1_genomic	8	0	0	-	-	0	NZ_CP014360.1 Methylomonas sp. DH-1, complete genome
GCF_001647675.1_ASM164767v1_genomic	1	1	0	-	-	0	NZ_CP015594.1 Acinetobacter sp. NCu2D-2 chromosome, complete genome
GCF_001653375.1_ASM165337v1_genomic	0	0	0	-	-	0	NZ_CP011482.1 Helicobacter pylori strain L7, complete genome
GCF_001653395.1_ASM165339v1_genomic	0	0	0	-	-	0	NZ_CP011483.1 Helicobacter pylori strain DU15, complete genome
GCF_001636275.1_ASM163627v1_genomic	5	1	0	-	-	0	NZ_CP015371.1 Pandoraea pnomenusa strain MCB032 chromosome, complete genome
GCF_001653415.1_ASM165341v1_genomic	0	0	0	-	-	0	NZ_CP011484.1 Helicobacter pylori strain CC33C, complete genome
GCF_001653435.1_ASM165343v1_genomic	0	0	0	-	-	0	NZ_CP011485.1 Helicobacter pylori strain ausabrJ05, complete genome
GCF_001653455.1_ASM165345v1_genomic	0	0	0	-	-	0	NZ_CP011486.1 Helicobacter pylori strain K26A1, complete genome
GCF_001653475.1_ASM165347v1_genomic	0	0	0	-	-	0	NZ_CP011487.1 Helicobacter pylori strain PNG84A, complete genome
GCF_001653295.1_ASM165329v1_genomic	6	0	0	-	-	0	NZ_CP014341.1 Corynebacterium pseudotuberculosis strain E55, complete genome
GCF_001653315.1_ASM165331v1_genomic	6	0	0	-	-	0	NZ_CP014543.1 Corynebacterium pseudotuberculosis strain MEX9, complete genome
GCF_001642675.1_ASM164267v1_genomic	8	0	0	-	-	0	NZ_CP011360.1 Bradyrhizobium diazoefficiens USDA 110, complete genome
GCF_001644725.1_ASM164472v1_genomic	2	6	0	-	-	0	NZ_CP015240.1 Escherichia coli strain 2011C-3911, complete genome
GCF_001648135.1_ASM164813v1_genomic	6	0	0	-	-	0	NZ_CP015226.1 Bacillus sp. IHB B 7164 chromosome, complete genome
GCF_001648175.1_ASM164817v1_genomic	4	0	0	-	-	0	NZ_CP015243.1 Halotalea alkalilenta strain IHB B 13600 chromosome, complete genome
GCF_001653955.1_ASM165395v1_genomic	2	0	0	-	-	0	NZ_CP013022.1 Francisella persica ATCC VR-331, complete genome
GCF_001652645.1_ASM165264v1_genomic	6	0	0	-	-	0	NZ_CP015342.1 Legionella pneumophila strain D-7632, complete genome
GCF_001652665.1_ASM165266v1_genomic	6	0	0	-	-	0	NZ_CP015343.1 Legionella pneumophila strain D-7631, complete genome
GCF_001645685.2_ASM164568v2_genomic	8	4	0	-	-	0	NZ_CP017080.1 Bacillus muralis strain G25-68 chromosome, complete genome
GCF_001644575.1_ASM164457v1_genomic	14	1	0	-	-	0	NZ_CP015596.1 Mycobacterium sp. YC-RL4 chromosome, complete genome
GCF_001652685.1_ASM165268v1_genomic	6	0	0	-	-	0	NZ_CP015344.1 Legionella pneumophila strain D-7630, complete genome
GCF_001655175.1_ASM165517v1_genomic	2	0	0	-	-	0	NZ_CP015976.1 Streptococcus agalactiae strain S25, complete genome
GCF_001651805.1_ASM165180v1_genomic	5	0	0	-	-	0	NZ_CP015839.1 Marinobacterium aestuarii strain ST58-10, complete genome
